county_fips,TotalPop,Hispanic,White,Black,Native,Asian,DEMOCRAT,GREEN,LIBERTARIAN,OTHER,REPUBLICAN,votos_totales_dr,margen_perc,segmento_electoral,distancia_al_cero,state_code,state_name,perc_white,perc_hispanic,perc_black,perc_native,perc_asian,Professional
23011,121112,1.2806451,95.47419,0.65806454,0.58064514,0.7483871,34902.0,730.0,1406.0,856.0,34721.0,69623.0,0.259971561122043,Swing (Campo de Batalla),0.259971561122043,23,,0.07883132142149415,0.0010574056245458748,0.0005433520542968492,0.0004794282482330405,0.000617929767487945,35.50967741935484
23027,38976,1.075,96.175,0.4125,0.2375,0.525,12345.0,347.0,402.0,276.0,11196.0,23541.0,4.880846183254747,Swing (Campo de Batalla),4.880846183254747,23,,0.24675441297208536,0.0027581075533661737,0.0010583435960591133,0.0006093493431855501,0.0013469827586206897,33.6875
24029,19923,4.16,79.34,14.46,0.16,0.74,5329.0,68.0,117.0,85.0,5195.0,10524.0,1.273280121626758,Swing (Campo de Batalla),1.273280121626758,24,,0.39823319781157457,0.020880389499573358,0.07257943080861316,0.0008030919038297446,0.0037143000552125683,35.64
24041,37799,5.23,79.6,11.26,0.13,1.29,11062.0,83.0,274.0,190.0,10946.0,22008.0,0.5270810614322065,Swing (Campo de Batalla),0.5270810614322065,24,,0.21058758168205505,0.013836344876848596,0.029789147861054525,0.00034392444244556733,0.003412788698113707,38.28
24045,101182,5.1,62.8,26.421053,0.110526316,2.6526315,22054.0,292.0,538.0,388.0,22944.0,44998.0,-1.9778656829192407,Swing (Campo de Batalla),1.9778656829192407,24,,0.062066375442272344,0.0050404222094839,0.026112404380225735,0.00010923515645075211,0.0026216436717993318,32.53157894736842
26045,108341,5.117857,84.11786,6.267857,0.36785713,1.7821429,31299.0,166.0,895.0,169.0,31798.0,63097.0,-0.7908458405312455,Swing (Campo de Batalla),0.7908458405312455,26,Michigan,0.07764176073693246,0.004723841389686268,0.005785304732280485,0.0003395363989625349,0.0016449385735778697,33.24285714285714
26055,89907,2.3,93.025,1.1625,1.0875,0.8875,28683.0,151.0,796.0,104.0,30502.0,59185.0,-3.073413871758047,Swing (Campo de Batalla),3.073413871758047,26,Michigan,0.10346802807345368,0.0025581990278843694,0.0012930027695285129,0.0012095832360105442,0.0009871311466292947,36.75
26073,70669,3.8666666,86.55334,2.4,2.5866666,1.6533333,14072.0,102.0,365.0,67.0,14815.0,28887.0,-2.5720912521203307,Swing (Campo de Batalla),2.5720912521203307,26,Michigan,0.12247709745432936,0.005471517355559014,0.0033961142792454965,0.0036602564066280834,0.002339545345200866,30.0
26121,171483,5.2547617,73.5,16.864286,0.5809524,0.41428572,45643.0,269.0,1219.0,180.0,45133.0,90776.0,0.5618225081519345,Swing (Campo de Batalla),0.5618225081519345,26,Michigan,0.04286139150819615,0.0030643047415778828,0.009834377751730492,0.00033878133692552613,0.00024158996518605343,26.923809523809524
26145,196479,8.7125,65.8375,21.926786,0.2,0.83214283,51088.0,231.0,1007.0,238.0,50785.0,101873.0,0.2974291519833518,Swing (Campo de Batalla),0.2974291519833518,26,Michigan,0.033508670137775545,0.004434316135566651,0.01115986237714972,0.00010179204902305081,0.0004235276187277012,27.023214285714285
