county_fips,TotalPop,Hispanic,White,Black,Native,Asian,DEMOCRAT,GREEN,LIBERTARIAN,OTHER,REPUBLICAN
01001,55221,2.85,73.15,20.825,0.56666666,0.7,7503.0,0.0,0.0,429.0,19838.0
01003,195121,4.064516,83.45484,9.625807,0.6,0.65806454,24578.0,0.0,0.0,1557.0,83544.0
01005,26932,4.8,46.61111,46.488888,0.14444445,0.33333334,4816.0,0.0,0.0,80.0,5622.0
01007,22604,2.475,77.5,17.725,0.45,0.15,1986.0,0.0,0.0,84.0,7525.0
01009,57710,8.888889,87.8,1.3555555,0.2777778,0.12222222,2640.0,0.0,0.0,237.0,24711.0
01011,10678,2.7666667,22.0,72.46667,1.3666667,0.23333333,3446.0,0.0,0.0,21.0,1146.0
01013,20354,1.1333333,56.622223,40.366665,0.06666667,0.4888889,3965.0,0.0,0.0,65.0,5458.0
01015,116648,3.024138,68.38276,25.413794,0.14827587,0.85172415,15216.0,0.0,0.0,666.0,35101.0
01017,34079,0.47777778,55.044445,42.61111,0.15555556,0.65555555,6365.0,0.0,0.0,166.0,8753.0
01019,26008,1.4833333,91.63333,4.85,0.56666666,0.28333333,1624.0,0.0,0.0,94.0,10583.0
01021,43819,6.0666666,81.91111,10.433333,0.41111112,0.2777778,3073.0,0.0,0.0,152.0,16085.0
01023,13395,0.275,53.475,45.525,0.025,0.0,3127.0,0.0,0.0,41.0,4296.0
01025,25070,0.5,55.177776,43.677776,0.06666667,0.23333333,5755.0,0.0,0.0,56.0,7324.0
01027,13537,2.6,81.725,13.35,0.575,0.0,1267.0,0.0,0.0,62.0,5601.0
01029,15002,2.375,92.55,2.9,0.225,0.3,675.0,0.0,0.0,68.0,6484.0
01031,50884,4.892857,75.185715,14.992857,1.3428571,0.8428571,5076.0,0.0,0.0,300.0,16899.0
01033,54444,2.357143,78.307144,15.921429,0.55714285,0.3,8343.0,0.0,0.0,340.0,19203.0
01035,12865,2.06,54.86,39.48,0.46,0.06,2966.0,0.0,0.0,33.0,3442.0
01037,11027,2.2333333,65.9,30.0,0.06666667,0.0,1796.0,0.0,0.0,52.0,3631.0
01039,37886,1.3714286,82.042854,14.25,0.5214286,0.32142857,2721.0,0.0,0.0,123.0,14586.0
01041,13938,1.5666667,70.4,24.166666,0.8666667,1.2333333,1700.0,0.0,0.0,53.0,4864.0
01043,80965,3.9722223,92.611115,1.0166667,0.38333333,0.55,4478.0,0.0,0.0,493.0,36880.0
01045,49866,5.357143,71.0,19.278572,0.49285713,0.96428573,5170.0,0.0,0.0,265.0,14303.0
01047,42154,0.41333333,30.4,67.486664,0.14666666,0.35333332,12230.0,0.0,0.0,110.0,5524.0
01049,71068,13.207143,81.442856,1.9785714,1.1071428,0.32857144,4281.0,0.0,0.0,308.0,24767.0
01051,80763,3.1066666,73.54,21.053333,0.17333333,0.47333333,10367.0,0.0,0.0,499.0,30164.0
01053,37935,1.1111112,57.955555,36.6,2.788889,0.16666667,4918.0,0.0,0.0,123.0,10869.0
01055,103766,4.4533334,72.17667,20.753334,0.28,0.55,11567.0,0.0,0.0,633.0,35528.0
01057,16896,0.62,87.5,10.24,0.0,0.32,1395.0,0.0,0.0,71.0,7300.0
01059,31634,12.666667,82.13333,3.5222223,0.6333333,0.07777778,2086.0,0.0,0.0,116.0,10376.0
01061,26815,3.4333334,84.78333,8.483334,0.3,1.0,1595.0,0.0,0.0,102.0,10848.0
01063,8697,0.6,15.933333,82.8,0.06666667,0.13333334,3884.0,0.0,0.0,16.0,875.0
01065,15256,1.1833333,40.916668,57.083332,0.21666667,0.38333333,4663.0,0.0,0.0,45.0,3192.0
01067,17252,3.3833334,67.61667,28.133333,0.0,0.0,2606.0,0.0,0.0,85.0,6607.0
01069,103534,3.1454546,62.463634,31.677273,0.3318182,0.5772727,12917.0,0.0,0.0,638.0,32618.0
01071,52860,2.6454546,89.40909,3.1181817,1.1272727,0.37272727,3717.0,0.0,0.0,249.0,19670.0
01073,659026,3.917178,45.24417,48.17362,0.19693251,1.313497,181688.0,0.0,0.0,5317.0,138843.0
01075,14133,1.3666667,86.03333,11.2,0.26666668,0.033333335,978.0,0.0,0.0,41.0,6174.0
01077,92737,2.4681818,80.30909,14.227273,0.4090909,0.8181818,11915.0,0.0,0.0,703.0,31721.0
01079,33586,1.8666667,75.077774,13.566667,5.1444445,0.12222222,3562.0,0.0,0.0,147.0,12322.0
01081,150982,3.2777777,67.41482,24.222221,0.17777778,3.1666667,27860.0,0.0,0.0,1368.0,42221.0
01083,88805,6.675,76.9625,12.98125,0.45625,0.9375,13672.0,0.0,0.0,923.0,34640.0
01085,10742,0.3,23.1,76.25,0.0,0.0,4972.0,0.0,0.0,27.0,1836.0
01087,20018,1.6583333,13.466666,83.49167,0.26666668,0.175,7108.0,0.0,0.0,74.0,1541.0
01089,346438,5.09863,61.62055,27.924658,0.52465755,2.1945205,87286.0,0.0,0.0,4701.0,102780.0
01091,20306,2.0833333,45.65,51.65,0.15,0.1,5488.0,0.0,0.0,69.0,5343.0
01093,30387,1.9875,93.175,2.95,0.2625,0.2625,1463.0,0.0,0.0,139.0,12205.0
01095,94318,11.627778,83.666664,1.9166666,0.40555555,0.5222222,5943.0,0.0,0.0,521.0,33191.0
01097,414251,2.4675438,48.54912,45.323685,0.53157896,1.604386,79474.0,0.0,0.0,2447.0,101243.0
01099,22217,0.9142857,48.114285,48.17143,1.6285714,0.2857143,4455.0,0.0,0.0,66.0,6147.0
01101,228138,3.2923076,36.07077,57.023075,0.1676923,1.8492308,64529.0,0.0,0.0,1299.0,33311.0
01103,119786,8.388889,74.97037,13.240741,0.6259259,0.52962965,13234.0,0.0,0.0,824.0,39664.0
01105,10038,0.73333335,36.333332,62.2,0.033333335,0.33333334,3860.0,0.0,0.0,31.0,1339.0
01107,19856,1.68,57.9,39.7,0.0,0.06,4022.0,0.0,0.0,52.0,5594.0
01109,33155,0.8625,60.2375,35.375,0.9125,1.5,5636.0,0.0,0.0,163.0,8042.0
01111,22648,3.1833334,76.98333,17.483334,0.28333333,0.13333334,2203.0,0.0,0.0,75.0,8559.0
01113,58302,4.1307693,49.93077,42.50769,0.32307693,0.61538464,11228.0,0.0,0.0,237.0,9864.0
01115,85864,2.4692307,86.57692,8.869231,0.3923077,0.72307694,7744.0,0.0,0.0,531.0,36166.0
01117,203530,5.8,77.96809,12.517021,0.5106383,1.8382978,33268.0,0.0,0.0,1982.0,79700.0
01119,13341,0.525,25.4,71.525,0.675,1.625,4648.0,0.0,0.0,45.0,1598.0
01121,81437,2.7318182,61.05909,33.986362,0.27272728,0.44545454,13138.0,0.0,0.0,290.0,22235.0
01123,41153,2.15,67.29,29.54,0.29,0.03,5859.0,0.0,0.0,169.0,14963.0
01125,200458,3.5212767,59.54468,34.053192,0.12765957,1.5382979,37765.0,0.0,0.0,1290.0,51117.0
01127,65923,2.3333333,89.361115,5.822222,0.055555556,0.35,4834.0,0.0,0.0,334.0,26002.0
01129,16997,1.52,68.84,23.28,5.64,0.46,2258.0,0.0,0.0,54.0,6564.0
01131,11235,0.525,22.675,76.775,0.025,0.0,4048.0,0.0,0.0,22.0,1833.0
01133,24130,2.1285715,95.542854,0.35714287,0.21428572,0.14285715,974.0,0.0,0.0,115.0,10195.0
02013,3304,12.0,15.0,9.2,29.0,30.5,2666.0,40.0,308.0,47.0,4652.0
02016,5684,10.25,26.25,3.8,28.35,24.3,4274.0,64.0,210.0,54.0,3516.0
02020,299107,8.452727,60.043636,5.632727,6.798182,8.476363,4881.0,53.0,153.0,27.0,2383.0
02050,17776,1.9666667,13.366667,0.8,77.166664,1.8,0.0,0.0,0.0,0.0,0.0
02060,970,7.1,53.4,0.5,29.0,0.7,0.0,0.0,0.0,0.0,0.0
02068,2060,2.6,84.7,0.6,3.5,2.9,0.0,0.0,0.0,0.0,0.0
02070,4979,3.05,18.45,0.4,70.55,1.4,0.0,0.0,0.0,0.0,0.0
02090,99705,7.478947,70.142105,4.4947367,6.6526318,2.6263158,0.0,0.0,0.0,0.0,0.0
02100,2560,1.5,79.6,0.0,6.4,3.0,0.0,0.0,0.0,0.0,0.0
02105,2128,1.15,34.25,1.15,46.8,1.35,0.0,0.0,0.0,0.0,0.0
02110,32531,6.05,66.45,1.1666666,11.933333,6.233333,0.0,0.0,0.0,0.0,0.0
02122,57221,2.9923077,78.03077,0.47692308,11.923077,1.4076923,0.0,0.0,0.0,0.0,0.0
02130,13699,4.625,66.275,0.425,13.575,6.025,0.0,0.0,0.0,0.0,0.0
02150,13973,7.12,50.94,0.72,13.52,23.14,0.0,0.0,0.0,0.0,0.0
02158,7914,1.0,4.5,0.4,87.4,0.4,0.0,0.0,0.0,0.0,0.0
02164,1474,2.2,21.0,0.5,67.6,3.2,0.0,0.0,0.0,0.0,0.0
02170,96178,4.366667,80.82917,0.9625,5.3875,1.325,0.0,0.0,0.0,0.0,0.0
02180,9854,2.35,19.35,0.9,64.95,1.35,0.0,0.0,0.0,0.0,0.0
02185,9667,3.1,33.5,0.53333336,49.333332,4.133333,0.0,0.0,0.0,0.0,0.0
02188,7732,2.0,13.05,0.35,79.65,0.85,0.0,0.0,0.0,0.0,0.0
02195,3221,9.4,68.6,3.0,5.9,2.3,0.0,0.0,0.0,0.0,0.0
02198,6376,2.65,56.825,0.125,32.65,0.525,0.0,0.0,0.0,0.0,0.0
02220,8943,5.95,62.7,1.15,13.9,5.0,0.0,0.0,0.0,0.0,0.0
02230,999,4.5,75.3,0.0,5.0,10.6,0.0,0.0,0.0,0.0,0.0
02240,7029,3.6,71.3,0.8,15.95,1.65,0.0,0.0,0.0,0.0,0.0
02261,9617,3.5333333,69.63333,0.0,15.833333,3.5,0.0,0.0,0.0,0.0,0.0
02275,2387,1.4,68.5,0.2,17.3,2.5,0.0,0.0,0.0,0.0,0.0
02282,643,2.6,39.3,1.4,32.2,6.7,0.0,0.0,0.0,0.0,0.0
02290,5644,2.1,21.675,0.375,69.5,0.45,0.0,0.0,0.0,0.0,0.0
04001,72124,6.28125,19.15625,0.55,71.875,0.49375,23293.0,0.0,437.0,0.0,11442.0
04003,129647,37.171875,54.146873,2.896875,0.734375,1.678125,23732.0,0.0,1153.0,0.0,35557.0
04005,136701,12.714286,54.92857,1.1714286,27.482143,1.3392857,44698.0,0.0,1522.0,0.0,27052.0
04007,53165,19.95625,65.1,0.45625,12.9125,0.475,8943.0,0.0,342.0,0.0,18377.0
04009,37407,32.0,52.444443,2.211111,11.544444,0.7222222,4034.0,0.0,212.0,0.0,10749.0
04011,9023,46.3,48.2,1.4,2.6333334,0.4,1182.0,0.0,70.0,0.0,2433.0
04012,20335,22.2625,68.425,0.1625,7.35,0.7125,2236.0,0.0,93.0,0.0,5129.0
04013,4018143,29.201862,58.12979,4.901424,1.7875137,3.6398685,1040774.0,0.0,31705.0,0.0,995665.0
04015,203362,15.616279,77.1,0.8697674,3.1348836,1.0930233,24831.0,0.0,1302.0,0.0,78535.0
04017,107656,10.519355,42.119354,0.41612902,44.041935,0.67741936,23383.0,0.0,727.0,0.0,27657.0
04019,998537,33.65104,55.380497,3.0875518,3.0568464,2.5838175,304981.0,0.0,7658.0,0.0,207758.0
04021,389772,30.778667,57.477333,3.888,4.1613336,1.7026666,75106.0,0.0,2791.0,0.0,107077.0
04023,47073,79.96,18.54,0.19,0.14,0.84,13138.0,0.0,224.0,0.0,6194.0
04025,215996,14.019048,81.319046,0.56904763,1.3761904,0.8214286,49602.0,0.0,2092.0,0.0,91527.0
04027,202987,54.798115,39.392452,1.8811321,1.1207547,1.2792453,32210.0,0.0,1137.0,0.0,36534.0
05001,18731,2.5125,74.4,21.8375,0.1125,0.25,1818.0,16.0,46.0,108.0,4304.0
05003,21229,3.9714286,68.78571,26.028572,0.3,0.08571429,2125.0,9.0,25.0,219.0,5548.0
05005,41040,1.8222222,95.36667,0.34444445,0.7111111,0.46666667,4635.0,43.0,183.0,310.0,15836.0
05007,238198,15.477551,75.90408,1.410204,1.3734694,3.2306123,42249.0,277.0,1972.0,1449.0,73965.0
05009,37227,2.2,94.1,0.3857143,0.8857143,0.51428574,3064.0,55.0,153.0,190.0,13652.0
05011,11206,14.4,56.18,28.96,0.0,0.0,1214.0,4.0,33.0,68.0,2335.0
05013,5245,3.45,73.0,22.2,0.05,0.2,479.0,8.0,16.0,43.0,1636.0
05015,27635,11.46,84.42,0.38,0.42,0.38,4023.0,48.0,100.0,202.0,7424.0
05017,11353,5.0,36.325,57.625,0.35,0.25,2260.0,5.0,17.0,69.0,1752.0
05019,22751,4.3,69.52,23.92,0.16,0.88,3438.0,48.0,79.0,214.0,4616.0
05021,15400,1.45,96.25,0.38333333,0.4,0.083333336,962.0,11.0,53.0,71.0,4086.0
05023,25711,2.3,95.12857,0.4857143,0.64285713,0.24285714,1988.0,10.0,105.0,249.0,10328.0
05025,8510,2.25,85.75,10.1,0.2,0.1,651.0,8.0,27.0,47.0,2867.0
05027,24327,3.04,57.3,37.48,0.26,0.54,2814.0,71.0,53.0,178.0,5500.0
05029,21110,3.9166667,81.61667,12.15,0.6666667,0.083333336,2615.0,18.0,78.0,280.0,5694.0
05031,101409,4.882353,77.71764,14.088235,0.34117648,1.0764706,11921.0,121.0,440.0,471.0,25558.0
05033,61748,7.409091,84.545456,1.1818181,1.6,1.6727272,4959.0,35.0,274.0,216.0,18607.0
05035,49765,2.205,38.675,56.615,0.21,0.45,8514.0,29.0,112.0,379.0,7333.0
05037,17467,1.2666667,75.15,21.9,0.35,0.43333334,1772.0,8.0,48.0,168.0,4946.0
05039,7868,4.0333333,58.333332,35.8,0.06666667,1.3333334,963.0,3.0,14.0,96.0,1573.0
05041,12379,5.62,45.94,47.24,0.0,0.04,2016.0,10.0,18.0,199.0,1921.0
05043,18740,2.82,65.16,30.42,0.06,0.24,2426.0,21.0,27.0,85.0,4349.0
05045,119343,4.444,81.224,11.456,0.336,0.956,18347.0,159.0,840.0,661.0,34421.0
05047,17866,2.5333333,92.86667,0.8666667,1.4666667,0.43333334,1300.0,9.0,67.0,76.0,5677.0
05049,12224,1.15,95.9,0.15,0.4,1.5,1035.0,4.0,38.0,81.0,3961.0
05051,96954,5.755,79.685,10.935,0.465,0.88,14045.0,102.0,396.0,587.0,29069.0
05053,18054,1.25,93.325,3.6,0.425,0.45,1268.0,8.0,56.0,74.0,6794.0
05055,43382,2.9222221,94.155556,0.9,0.2,0.2,3058.0,33.0,188.0,151.0,12670.0
05057,22336,10.86,57.24,29.58,0.2,0.02,2138.0,24.0,31.0,185.0,4470.0
05059,33316,2.9714286,80.52857,14.085714,0.7714286,0.12857144,3082.0,16.0,93.0,164.0,9202.0
05061,13555,10.4,67.03333,20.966667,1.0,0.033333335,1340.0,11.0,27.0,89.0,3367.0
05063,36952,6.575,88.4375,1.9375,0.275,1.3125,2806.0,23.0,147.0,286.0,11250.0
05065,13480,1.925,95.3,1.325,0.225,0.325,1021.0,4.0,55.0,99.0,4631.0
05067,17597,2.7,78.88,15.9,0.44,0.22,1365.0,5.0,37.0,91.0,3593.0
05069,73548,1.7375,34.970833,61.533333,0.09166667,0.625,14981.0,26.0,106.0,524.0,9521.0
05071,25930,14.083333,80.65,1.5833334,0.38333333,1.0333333,2283.0,25.0,97.0,155.0,6938.0
05073,7270,1.1,62.0,35.85,0.0,0.3,839.0,5.0,9.0,69.0,1757.0
05075,17029,1.2,95.816666,0.96666664,0.21666667,0.05,1080.0,8.0,52.0,148.0,4569.0
05077,9966,2.85,45.475,51.3,0.1,0.075,1423.0,7.0,8.0,124.0,1286.0
05079,14062,3.4,72.05,23.75,0.35,0.0,1032.0,20.0,21.0,73.0,2729.0
05081,12720,2.475,72.725,21.725,1.25,0.0,1226.0,7.0,44.0,185.0,3715.0
05083,22001,2.4333334,91.8,1.8,0.8666667,1.8666667,1544.0,16.0,88.0,136.0,6441.0
05085,70691,3.95625,83.6125,9.6375,0.4375,0.66875,6686.0,72.0,403.0,617.0,22884.0
05087,15702,5.2,90.7,0.025,0.525,0.625,1563.0,19.0,54.0,57.0,5658.0
05089,16458,2.3,94.675,0.3,0.7,0.7,1531.0,19.0,65.0,105.0,5783.0
05091,43652,3.1,58.266666,36.225,0.34166667,0.06666667,4245.0,41.0,101.0,222.0,11920.0
05093,44864,4.258333,57.608334,35.991665,0.125,0.35833332,4558.0,24.0,120.0,344.0,7296.0
05095,7713,2.2666667,56.8,39.2,0.1,0.4,1147.0,33.0,12.0,79.0,1545.0
05097,9197,3.5,92.1,0.73333335,0.6666667,0.53333336,731.0,7.0,26.0,63.0,3046.0
05099,8793,2.0666666,67.23333,28.766666,0.46666667,0.8333333,1076.0,26.0,8.0,115.0,2133.0
05101,8052,1.05,94.35,0.0,1.35,0.45,709.0,11.0,23.0,63.0,3192.0
05103,25044,1.9,53.983334,41.733334,0.21666667,0.21666667,3995.0,59.0,79.0,202.0,5294.0
05105,10300,3.1,92.7,1.8,0.6,0.1,1012.0,20.0,35.0,81.0,3479.0
05107,20391,1.9833333,31.716667,64.11667,0.083333336,0.16666667,3623.0,16.0,15.0,171.0,2417.0
05109,11087,5.6666665,89.166664,2.5666666,0.23333333,0.43333334,644.0,4.0,41.0,38.0,3519.0
05111,24210,2.6142857,87.64286,8.671429,0.1,0.028571429,1424.0,10.0,40.0,129.0,5918.0
05113,20364,8.05,87.36667,0.18333334,0.96666664,0.4,1246.0,10.0,83.0,116.0,7035.0
05115,62830,6.3727274,87.30909,2.6272728,0.4909091,0.73636365,5772.0,54.0,240.0,285.0,18081.0
05117,8402,0.93333334,84.63333,13.466666,0.36666667,0.1,654.0,3.0,16.0,36.0,2786.0
05119,390463,5.8989363,51.34468,38.65,0.2744681,1.7170212,101947.0,440.0,1668.0,2214.0,63687.0
05121,17695,1.725,95.725,0.725,0.2,0.025,1215.0,10.0,55.0,177.0,5355.0
05123,27345,3.9,43.8,49.683334,0.18333334,0.35,3604.0,21.0,37.0,204.0,3242.0
05125,113833,3.5904763,88.3381,5.3761907,0.31904763,0.83809525,16060.0,118.0,595.0,630.0,39556.0
05127,10870,6.9666667,85.9,0.16666667,1.4666667,2.5666666,483.0,5.0,31.0,70.0,2962.0
05129,7965,1.5333333,94.23333,0.23333333,1.1666666,1.1666666,588.0,4.0,30.0,32.0,3365.0
05131,127273,14.219231,69.542305,6.496154,1.2192308,4.330769,14487.0,98.0,804.0,553.0,31198.0
05133,17268,26.225,65.475,4.5,1.9,0.375,1116.0,10.0,55.0,137.0,3884.0
05135,17055,1.775,93.8,0.45,0.825,0.55,1398.0,29.0,52.0,149.0,5938.0
05137,12512,1.8333334,94.26667,0.033333335,0.53333336,0.73333335,1180.0,19.0,47.0,76.0,4616.0
05139,40633,3.21,58.86,35.8,0.5,0.5,5584.0,36.0,182.0,327.0,10478.0
05141,17002,2.64,93.82,0.46,0.38,0.16,1593.0,19.0,54.0,107.0,6034.0
05143,216432,15.215625,74.21875,2.928125,0.91875,2.26875,43824.0,313.0,1414.0,1211.0,47504.0
05145,78660,4.0615387,88.93846,4.1153846,0.18461539,0.50769234,5978.0,40.0,395.0,290.0,24182.0
05147,6983,0.45,67.75,28.55,0.05,0.95,856.0,6.0,14.0,57.0,1543.0
05149,21835,19.266666,75.86667,1.9166666,0.45,1.6333333,1284.0,14.0,66.0,151.0,5226.0
06001,1584983,21.594444,34.545555,12.298611,0.30527776,25.935556,617659.0,4664.0,6295.0,5143.0,136309.0
06003,1131,9.5,64.1,1.0,19.4,1.2,476.0,4.0,15.0,2.0,244.0
06005,36995,12.077778,80.62222,1.8222222,2.088889,1.4555556,8153.0,110.0,349.0,107.0,13585.0
06007,222564,15.441176,73.30981,1.3372549,0.7117647,4.3333335,50426.0,507.0,1774.0,629.0,48730.0
06009,44767,8.97,85.37,0.43,0.87,0.69,10046.0,125.0,359.0,116.0,16518.0
06011,21396,53.18,41.54,0.72,1.0,1.94,3239.0,25.0,81.0,57.0,4559.0
06013,1096068,24.040579,47.5,8.200483,0.27246377,14.985024,416386.0,2618.0,6116.0,3319.0,152877.0
06015,27788,17.72857,63.12857,2.2571428,6.3714285,2.0857143,4677.0,78.0,150.0,87.0,6461.0
06017,182093,12.507143,79.35476,0.74285716,0.8452381,3.454762,51621.0,460.0,1871.0,369.0,61838.0
06019,956749,49.931156,32.64975,4.9236183,0.519598,9.549748,193025.0,1474.0,4031.0,1923.0,164464.0
06021,28029,34.35,59.083332,0.81666666,1.8666667,1.9,3995.0,34.0,128.0,77.0,7063.0
06023,135034,10.04,75.65,1.0333333,5.713333,2.2333333,44768.0,625.0,1132.0,548.0,21770.0
06025,178206,76.13871,16.935484,2.9096775,1.5580645,1.2322581,34678.0,234.0,390.0,594.0,20847.0
06027,18373,18.8,67.61667,1.25,8.683333,1.4333333,4634.0,45.0,128.0,57.0,4620.0
06029,865736,48.690067,39.487415,5.24702,0.597351,3.7384107,133366.0,1074.0,3942.0,2426.0,164484.0
06031,150998,53.52222,34.862965,5.0518517,0.7814815,3.1222222,18699.0,125.0,604.0,361.0,24072.0
06033,64158,18.173334,72.166664,2.2333333,3.3533332,1.32,14941.0,207.0,374.0,167.0,13123.0
06035,32645,12.255555,76.0,4.9333334,2.911111,0.9222222,2799.0,31.0,141.0,46.0,8970.0
06037,10038388,47.742992,27.576569,7.9087276,0.1928203,13.867713,3028885.0,21660.0,35452.0,32838.0,1145530.0
06039,153187,51.243477,41.4,2.4478261,1.3304348,1.5869565,23168.0,217.0,621.0,348.0,29378.0
06041,258349,14.481818,73.24545,2.7345455,0.20181818,5.318182,128288.0,724.0,1536.0,670.0,24612.0
06043,17789,9.85,82.13333,1.2333333,2.1,1.2833333,4088.0,39.0,155.0,48.0,5950.0
06045,87544,22.86,67.005,0.615,4.06,1.955,28782.0,394.0,591.0,306.0,13267.0
06047,263885,55.842857,31.561224,3.355102,0.29387754,6.6551023,48991.0,388.0,941.0,837.0,39397.0
06049,9184,13.275,78.3,0.5,4.275,1.475,1150.0,15.0,39.0,30.0,3109.0
06051,14146,22.1,70.73333,0.4,2.4666667,0.8333333,4013.0,42.0,126.0,44.0,2513.0
06053,428441,51.408604,37.048386,2.444086,0.28172043,5.875269,113953.0,749.0,1820.0,1102.0,46299.0
06055,140295,30.8725,57.765,2.0025,0.215,6.6525,49817.0,310.0,914.0,433.0,20676.0
06057,98570,8.615,86.305,0.46,0.79,1.38,36359.0,345.0,919.0,348.0,26779.0
06059,3116069,32.23505,45.49038,1.4714776,0.22199313,17.532646,814009.0,5819.0,17325.0,8462.0,676498.0
06061,366280,13.197619,76.078575,1.3166667,0.3452381,5.5964284,106869.0,779.0,3948.0,1000.0,122488.0
06063,18966,7.928571,85.442856,0.4857143,1.6,0.9285714,4561.0,39.0,153.0,62.0,6445.0
06065,2298032,45.89447,40.306637,5.483407,0.47588494,5.254646,528340.0,3372.0,9970.0,6330.0,449144.0
06067,1465832,21.781073,49.41798,9.029022,0.43753943,13.551735,440808.0,3254.0,9770.0,5203.0,259405.0
06069,57557,56.68182,37.918182,0.7090909,0.3,2.2818182,17628.0,91.0,345.0,176.0,10590.0
06071,2094769,50.330162,33.188587,7.5326085,0.4423913,5.8858695,455859.0,3619.0,8791.0,6604.0,366257.0
06073,3223096,32.583385,48.410385,4.7314696,0.3805112,10.282588,964650.0,7421.0,21386.0,8592.0,600094.0
06075,840763,15.022564,42.78205,5.8789744,0.17846154,31.511795,378156.0,2781.0,3299.0,2900.0,56417.0
06077,708554,42.58777,34.62734,6.4539566,0.35107914,12.260431,161137.0,1064.0,2929.0,2264.0,121098.0
06079,276517,20.796227,70.3,2.4339623,0.43962264,3.481132,88310.0,794.0,2408.0,766.0,67436.0
06081,748731,23.316025,43.80064,2.2314103,0.11794872,25.43782,291496.0,1595.0,3554.0,2022.0,75584.0
06083,435850,40.173862,50.425,1.6863636,0.4431818,4.6943183,129963.0,939.0,2416.0,1285.0,65736.0
06085,1868149,26.35215,34.84086,2.4,0.1905914,32.48629,617967.0,4040.0,9131.0,4991.0,214612.0
06087,269278,29.663462,61.907692,0.8384615,0.23076923,3.8153846,114246.0,1062.0,1704.0,888.0,26937.0
06089,178942,8.8375,81.675,0.94166666,2.325,2.3645833,30000.0,368.0,1277.0,496.0,60789.0
06091,3021,8.9,88.0,0.1,0.9,0.0,730.0,13.0,27.0,19.0,1142.0
06093,43895,13.528571,76.11429,1.0785714,2.9857142,1.5642858,9593.0,116.0,318.0,155.0,13290.0
06095,425753,25.126316,40.01579,13.988421,0.29473683,14.229474,131639.0,958.0,2475.0,1499.0,69306.0
06097,495078,23.943434,67.2596,1.2737374,0.55757576,3.4272728,199938.0,1499.0,3418.0,1637.0,61825.0
06099,527367,44.320213,45.07553,2.31383,0.4968085,4.731915,105841.0,742.0,2494.0,1732.0,104145.0
06101,95247,29.428572,51.085712,1.8904762,0.72380954,12.252381,17367.0,136.0,521.0,245.0,24375.0
06103,63152,23.463636,69.77273,0.47272727,1.8818182,1.3818182,8911.0,90.0,403.0,186.0,19141.0
06105,13373,6.7,82.9,0.96,3.1,1.2,2851.0,50.0,117.0,53.0,3188.0
06107,454033,61.44487,31.897436,1.5589744,0.72692305,2.6794872,66105.0,483.0,1498.0,1220.0,77579.0
06109,54079,12.863636,78.027275,2.9545455,1.4363636,1.5727273,11978.0,145.0,439.0,157.0,17689.0
06111,840833,39.694798,49.22948,1.534682,0.30057803,6.469942,251388.0,1766.0,5069.0,2395.0,162207.0
06113,207320,29.743902,50.07561,2.0902438,0.39268294,13.192683,67598.0,547.0,1206.0,651.0,27292.0
06115,73437,26.935715,56.028572,3.5285714,1.0,7.207143,11230.0,124.0,510.0,256.0,17676.0
08001,471206,38.865623,51.85625,2.80625,0.45625,3.8447917,134202.0,744.0,3731.0,2406.0,95657.0
08003,16269,43.1,52.1,1.1,1.125,0.85,3759.0,23.0,90.0,123.0,3813.0
08005,608310,18.02245,64.161224,9.019048,0.30340135,4.9204082,213607.0,926.0,5423.0,2904.0,127323.0
08007,12174,17.45,78.85,0.55,1.4,0.95,3738.0,19.0,120.0,78.0,5189.0
08009,3701,10.1,86.4,0.95,1.35,0.1,317.0,3.0,26.0,12.0,1867.0
08011,5895,31.3,55.8,9.2,2.4,0.7,732.0,6.0,15.0,18.0,1503.0
08013,310032,13.002941,79.27353,0.76911765,0.22647059,4.2102942,159089.0,697.0,2539.0,1285.0,42501.0
08014,60699,11.353333,79.57333,0.82666665,0.18666667,5.5266666,29077.0,104.0,772.0,384.0,16295.0
08015,18309,10.92,84.3,2.26,0.8,0.28,7160.0,46.0,189.0,101.0,6222.0
08017,2002,12.9,84.5,0.3,0.1,1.5,131.0,0.0,6.0,6.0,993.0
08019,9136,7.366667,89.03333,1.5,0.0,0.43333334,3604.0,23.0,113.0,54.0,2754.0
08021,8249,54.8,42.9,0.05,1.6,0.15,1959.0,9.0,34.0,45.0,2286.0
08023,3581,65.95,30.75,0.0,0.05,0.7,1311.0,4.0,15.0,23.0,741.0
08025,5551,30.2,61.1,5.3,0.9,0.4,437.0,0.0,22.0,20.0,1271.0
08027,4303,2.7,91.6,3.0,1.3,0.0,1112.0,5.0,29.0,15.0,2474.0
08029,30214,14.4,82.15714,1.0,0.5285714,0.6142857,5887.0,45.0,218.0,139.0,13081.0
08031,649654,28.91958,55.71818,8.851049,0.53286713,3.376923,313293.0,1230.0,4870.0,2818.0,71618.0
08033,1862,5.9,90.7,0.0,1.2,0.0,341.0,1.0,5.0,13.0,1089.0
08035,306974,7.962295,84.1541,1.014754,0.19344263,4.0983605,104653.0,432.0,3715.0,1535.0,121270.0
08037,52576,25.785715,70.87143,0.76428574,0.22142857,1.2357143,18588.0,78.0,377.0,205.0,9892.0
08039,23855,5.542857,90.48572,0.4857143,0.42857143,0.42857143,4490.0,31.0,306.0,129.0,14027.0
