county_fips,TotalPop,Hispanic,White,Black,Native,Asian,DEMOCRAT,GREEN,LIBERTARIAN,OTHER,REPUBLICAN,votos_totales_dr,margen_perc,segmento_electoral,distancia_al_cero,state_code,state_name,perc_white,perc_hispanic,perc_black,perc_native,perc_asian,Professional,Nodo_Estrategico
28113,40075,1.3625,47.7125,49.4,0.325,0.5125,8646.0,18.0,91.0,108.0,8479.0,17125.0,0.9751824817518248,Swing (Campo de Batalla),0.9751824817518248,28,Mississippi,0.1190580162195882,0.0033998752339363,0.1232688708671241,0.0008109794135995,0.0012788521522145,26.9125,Nodo B (Industrial)
28149,48020,2.3333333,45.4,50.633335,0.075,0.875,10442.0,25.0,93.0,128.0,10365.0,20807.0,0.3700677656557889,Swing (Campo de Batalla),0.3700677656557889,28,Mississippi,0.0945439400249895,0.004859086422324,0.1054421803415243,0.0001561849229487,0.0018221574344023,35.13333333333333,Nodo A (Conocimiento)
29047,230361,6.663636,82.093185,5.6227274,0.3840909,2.1431818,59400.0,360.0,2019.0,185.0,64605.0,124005.0,-4.197411394701827,Swing (Campo de Batalla),4.197411394701827,29,Missouri,0.0356367549194525,0.0028926927735163,0.0024408330403149,0.0001667343430528,0.0009303579164875,35.50681818181818,Nodo A (Conocimiento)
29095,680905,9.392858,56.493877,29.170408,0.39591837,1.7811224,92182.0,678.0,3102.0,314.0,100142.0,192324.0,-4.138849025602629,Swing (Campo de Batalla),4.138849025602629,29,Missouri,0.0082968809158399,0.0013794667391192,0.0042840642967814,5.814590434788994e-05,0.0002615816303302,33.248979591836736,Nodo A (Conocimiento)
29165,93394,5.426316,82.71579,6.1894736,0.25789472,2.636842,27179.0,182.0,902.0,90.0,28917.0,56096.0,-3.098260125499144,Swing (Campo de Batalla),3.098260125499144,29,Missouri,0.0885664924941645,0.0058101334132813,0.0066272711309077,0.0002761362828447,0.0028233526779022,43.22105263157895,Nodo A (Conocimiento)
30005,6598,2.325,40.225,0.225,55.125,0.0,1589.0,0.0,59.0,0.0,1469.0,3058.0,3.924133420536298,Swing (Campo de Batalla),3.924133420536298,30,,0.609654440739618,0.0352379508942103,0.0034101242800848,0.8354804486207943,0.0,36.575,Nodo A (Conocimiento)
30049,65357,2.8285713,91.73572,0.47857141,2.442857,0.47857141,19743.0,0.0,1113.0,0.0,21409.0,41152.0,-4.048405909797823,Swing (Campo de Batalla),4.048405909797823,30,,0.1403609712808115,0.0043278781155805,0.0007322420092721,0.0037377128693177,0.0007322420092721,44.12857142857143,Nodo A (Conocimiento)
30085,11072,1.6,46.733334,0.06666667,45.433334,0.16666667,1910.0,0.0,111.0,0.0,1996.0,3906.0,-2.2017409114183306,Swing (Campo de Batalla),2.2017409114183306,30,,0.4220857478323699,0.0144508670520231,0.0006021194906069,0.4103444183526011,0.0015052986813583,32.86666666666667,Nodo A (Conocimiento)
31173,6946,4.05,36.45,0.1,57.35,0.7,1122.0,0.0,23.0,0.0,1180.0,2302.0,-2.519548218940052,Swing (Campo de Batalla),2.519548218940052,31,Nebraska,0.5247624532104809,0.0583069392456089,0.0014396775122372,0.8256550532680681,0.0100777425856608,35.0,Nodo A (Conocimiento)
32031,435019,22.26542,65.46822,2.1280375,1.7943925,5.004673,128052.0,0.0,3524.0,3727.0,116653.0,244705.0,4.658261988925441,Swing (Campo de Batalla),4.658261988925441,32,,0.0150495081824012,0.0051182637999719,0.0004891826563897,0.0004124860063583,0.0011504492907206,33.179245283018865,Nodo A (Conocimiento)
33003,47513,1.1090909,96.53636,0.34545454,0.09090909,0.57272726,16649.0,0.0,422.0,0.0,16150.0,32799.0,1.5213878471904632,Swing (Campo de Batalla),1.5213878471904632,33,,0.2031788352661376,0.0023342893523877,0.0007270737271904,0.0001913351924736,0.0012054116978511,32.02727272727273,Nodo A (Conocimiento)
33015,299006,2.525,93.421875,0.675,0.0890625,1.7640625,100064.0,0.0,2876.0,0.0,95858.0,195922.0,2.146772695256276,Swing (Campo de Batalla),2.146772695256276,33,,0.0312441472746366,0.000844464659572,0.0002257479783014,2.978619158143984e-05,0.0005899756192183,42.971875,Nodo A (Conocimiento)
33019,43135,1.45,95.91,0.34,0.32,0.78,12390.0,0.0,482.0,0.0,11508.0,23898.0,3.690685413005272,Swing (Campo de Batalla),3.690685413005272,33,,0.222348440941231,0.0033615393531934,0.0007882230207488,0.0007418569607047,0.0018082763417178,34.44,Nodo A (Conocimiento)
